repo_id,Primary Language,Repo_description,size,stars,commits_count,contributors_count_without_anonymous,contributors_count_with_anonymous,created_at,pushed_at,repo/username,repo_link
32794296,Objective-C,"DOPDropDownMenu ????? ??? ???????double tableView, The optimization version ?new add image,detailText?",427,1428,68,6,8,24 March 2015,01 November 2017,12207480/DOPDropDownMenu-Enhanced,
32806331,Go,Perform the same request against two HTTP servers and diff the results,193,1908,37,9,10,24 March 2015,14 October 2016,jgrahamc/httpdiff,
32820926,JavaScript,"React component for transportation of modals, lightboxes, loading bars... to document.body",3752,1458,241,33,38,24 March 2015,13 March 2018,react-portal,
32829086,Swift,?? Rad Media Capture in Swift,2656,1101,469,9,15,24 March 2015,13 March 2018,NextLevel,
32855386,Swift,Fully customisable tooltip view in Swift for iOS.,16387,1819,66,8,9,25 March 2015,07 February 2018,teodorpatras/EasyTipView,
32866430,Java,A system for distributing and managing secrets,4104,1870,797,21,23,25 March 2015,05 December 2017,square/keywhiz,
32871240,JavaScript,A collection of loading spinners with React.js,1500,1298,44,6,6,25 March 2015,21 October 2017,halogen,
32875196,Java,Simple tool which help you to implement activity and fragment transition for pre-Lollipop devices.,399,1257,138,4,4,25 March 2015,29 April 2017,takahirom/PreLollipopTransition,
32929613,JavaScript,Live code editing with Browserify and React,32142,876,416,25,27,26 March 2015,20 April 2017,livereactload,
32955140,Python,GEF - GDB Enhanced Features for exploit devs & reversers,2791,1349,1266,17,23,26 March 2015,13 March 2018,gef,
32981784,JavaScript,React Google Analytics Module,448,1687,200,37,38,27 March 2015,07 March 2018,react-ga,
32989617,Java,An extensive tutorial on RxJava,471,1587,310,10,10,27 March 2015,14 March 2018,Intro-To-RxJava,
32990107,Java,Useful and powerful date picker for android,5366,1639,71,2,2,27 March 2015,17 April 2017,AigeStudio/DatePicker,
33017149,C#,Node.js Tools for Visual Studio,107985,1640,3648,52,68,28 March 2015,13 February 2018,Microsoft/nodejstools,
33025729,JavaScript,ESDoc - Good Documentation for JavaScript,10108,1872,844,32,35,28 March 2015,26 January 2018,esdoc/esdoc,
33041711,JavaScript,??????? Hacker Eric S. Raymond ???????????????????????????,344,2161,101,16,16,28 March 2015,05 March 2018,How-To-Ask-Questions-The-Smart-Way,
33044331,JavaScript,Forms library for react-native,786,2412,207,28,32,28 March 2015,08 February 2018,gcanti/tcomb-form-native,
33073963,Java,Android scrollable tabs,5323,1050,77,3,3,29 March 2015,04 July 2017,Scrollable,
33086039,C++,C++11 implementation of Socket.IO client,671,966,203,16,20,29 March 2015,02 March 2018,socket.io-client-cpp,
33135307,Go,"Fast, indexed regexp search over large file trees",231,1242,26,2,2,30 March 2015,01 February 2018,google/codesearch,
33141430,Python,Deep neural networks without the learning cliff! Classifiers and regressors compatible with scikit-learn.,2019,1088,567,10,11,30 March 2015,29 April 2017,aigamedev/scikit-neuralnetwork,
33157169,C++,"C++ Requests: Curl for People, a spiritual port of Python Requests",481,1553,606,30,35,31 March 2015,04 February 2018,cpr,
33186070,JavaScript,Simple examples to help you understand ES6,36,1195,70,14,15,31 March 2015,15 December 2016,sgaurav/understanding-es6,
33208063,Go,Language-agnostic real-time messaging (Websocket or SockJS) server in Go,41884,2432,873,12,13,31 March 2015,14 February 2018,centrifugal/centrifugo,
33224233,JavaScript,A React Native component which renders HTML content as native views,352,1410,195,23,28,01 April 2015,12 March 2018,react-native-htmlview,
33243725,Java,Cache support for any video player with help of single line,116051,2175,87,5,7,01 April 2015,16 January 2018,AndroidVideoCache,
33258973,Go,The plugin-driven server agent for collecting & reporting metrics.,16246,4438,2622,391,437,01 April 2015,13 February 2018,influxdata/telegraf,
33273837,C++,"GPU Accelerated C++ User Interface, with WYSIWYG developing tools, XML supports, built-in data binding and MVVM features.",43601,1098,1165,1,1,01 April 2015,14 March 2018,GacUI,
33277109,Java,Super fast and easy way to create header for Android RecyclerView,299,1199,74,4,4,01 April 2015,21 September 2016,blipinsk/RecyclerViewHeader,
33293613,JavaScript,"A robust, performance-focused and full-featured Redis client for Node.js.",1359,3801,780,57,61,02 April 2015,06 February 2018,luin/ioredis,
33299082,Swift,:octocat: ? RAMReel is a UI controller that allows you to choose options from a list. Made by @Ramotion,4727,2005,154,9,11,02 April 2015,18 January 2018,Ramotion/reel-search,
33344739,Java,TourGuide is an Android library that aims to provide an easy way to add pointers with animations over a desired Android View,490,2399,181,14,14,03 April 2015,15 January 2018,worker8/TourGuide,
33352201,Go,gRPC to JSON proxy generator following the gRPC HTTP spec,1263,3325,537,67,73,03 April 2015,12 March 2018,grpc-gateway,
33355825,Swift,The project source code for hackingwithswift.com,28365,2204,29,3,5,03 April 2015,07 January 2018,twostraws/HackingWithSwift,
33357911,Java,"Android Boilerplate project using RxJava, Dagger 2, Espresso, Mockito + more!",523,1800,58,4,4,03 April 2015,29 August 2017,hitherejoe/Android-Boilerplate,
33421027,JavaScript,Side menu component for React Native,604,1608,326,39,46,04 April 2015,28 February 2018,react-native-side-menu,
33429211,Go,Container Network Interface - networking for Linux containers,1865,1199,692,70,73,05 April 2015,07 March 2018,cni,
33431398,Python,null,1506,1109,1114,31,35,05 April 2015,08 March 2018,pyethapp,
33431893,Python,?????GoAgent?????????google gae ip?????????ip?????,21588,1051,1644,1,2,05 April 2015,27 December 2017,GoAgent-Always-Available,
33459069,Objective-C,Turn your screen into a playable level of Mario,6873,920,47,1,1,05 April 2015,26 May 2015,Screentendo,
33467307,Java,????58 ????,123,1491,24,3,4,06 April 2015,11 February 2018,zzz40500/android-shapeLoadingView,
33489225,JavaScript,Node.js tool for App Generation,1596,1092,832,17,27,06 April 2015,23 February 2018,ManifoldJS,
33541385,Go,"Go implement CLI, cURL-like tool for humans",4242,1821,88,17,18,07 April 2015,27 October 2017,astaxie/bat,
33564268,PHP,Free database of geographic place names and corresponding geospatial data,209102,1578,35,5,5,07 April 2015,28 January 2016,delight-im/FreeGeoDB,
33578240,JavaScript,Providing nice and free domains for GitHub Pages since 2015,1849,1520,3150,445,982,08 April 2015,14 March 2018,dns.js.org,
33599546,Java,Deprecated -- Image selector for Android device. Support single choice and multi-choice.,4004,2661,29,2,3,08 April 2015,16 December 2017,lovetuzitong/MultiImageSelector,
33611781,Java,A support library for VectorDrawable and AnimatedVectorDrawable classes introduced in Lollipop,602,1220,84,2,2,08 April 2015,24 October 2016,wnafee/vector-compat,
33611821,Swift,null,287,2210,15,4,4,08 April 2015,30 May 2017,inFullMobile/WobbleView,
33614304,Python,Magnificent app which corrects your previous console command.,2612,33699,1453,103,114,08 April 2015,29 January 2018,nvbn/thefuck,
33621458,JavaScript,A minimal component-based JavaScript framework,3637,1577,236,11,19,08 April 2015,29 September 2016,box/t3js,
33663866,Swift,":bookmark_tabs: Presentation helps you to make tutorials, release notes and animated pages.",5562,2403,362,8,11,09 April 2015,08 February 2018,hyperoslo/Presentation,
33678290,C#,Making Windows 10 apps great again,37528,1298,1790,85,101,09 April 2015,12 February 2018,Windows-XAML/Template10,
33693426,JavaScript,a composite render engine for universal (isomorphic) express apps to render both plain react views and react-router views,318,1392,319,31,42,09 April 2015,05 February 2018,paypal/react-engine,
33702544,Python,"Interactive, Reactive Web Apps for Python. Dash Is Productive™",1831,4318,461,15,19,10 April 2015,12 March 2018,dash,
33734935,Java,This project aims to provide a working page flip implementation for usage in ListView.,1252,1772,10,4,5,10 April 2015,07 February 2018,Yalantis/FlipViewPager.Draco,
33742031,JavaScript,? JavaScript concepts with code ?,176,2538,282,14,17,10 April 2015,29 May 2017,vasanthk/js-bits,
33742985,JavaScript,The TypeScript Handbook is a comprehensive guide to the TypeScript language,2000,1623,999999999,180,195,10 April 2015,14 March 2018,TypeScript-Handbook,
33744138,JavaScript,Hack Club is a nonprofit network of computer science clubs where members learn to code through tinkering and building projects,303792,1491,2677,69,75,10 April 2015,14 March 2018,hackclub,
33761854,Python,The Roboto family of fonts,111980,2983,502,12,13,11 April 2015,06 February 2018,google/roboto,
33767346,Swift,?? “??QQ” ????,7556,1659,21,1,1,11 April 2015,17 October 2016,johnlui/SwiftSideslipLikeQQ,
33768009,JavaScript,A Bootstrap table built with React.js,73438,1906,2403,109,131,11 April 2015,13 February 2018,AllenFang/react-bootstrap-table,
33774689,Swift,Gulps is an open source app for iOS and Apple Watch that lets you keep track of your daily water consumption.,149994,939,168,6,6,11 April 2015,06 March 2018,gulps,
33797700,JavaScript,React Native Drawer,9723,2062,329,39,40,12 April 2015,07 March 2018,react-native-drawer,
33805382,JavaScript,Query your local network for Chromecasts and have them play media,32,1297,63,7,8,12 April 2015,17 October 2017,mafintosh/chromecasts,
33822149,Go,Go vendor tool that works with the standard vendor file.,1933,3062,458,41,42,12 April 2015,09 February 2018,kardianos/govendor,
33831208,JavaScript,Awesome navigation for your React Native app.,449,1200,26,4,4,12 April 2015,30 May 2016,t4t5/react-native-router,
33891032,JavaScript,"Library of stage-0 JavaScript decorators (aka ES2016/ES7 decorators but not accurate) inspired by languages that come with built-ins like @​override, @​deprecate, @​autobind, @​mixin and more. Popular with React/Angular, but is framework agnostic.",247,2595,249,22,24,13 April 2015,09 February 2018,jayphelps/core-decorators.js,
33916850,PHP,Associate files with Eloquent models,2179,1829,1120,69,75,14 April 2015,08 February 2018,spatie/laravel-medialibrary,
33919573,Swift,Our Guillotine Menu Transitioning Animation implemented in Swift reminds a bit of a notorious killing machine.,460,2615,73,13,20,14 April 2015,30 January 2018,Yalantis/GuillotineMenu,
33925906,JavaScript,An SQL-friendly ORM for Node.js,6003,2479,1280,52,55,14 April 2015,14 March 2018,objection.js,
33966912,Swift,Natalie - Storyboard Code Generator (for Swift),3050,1080,272,22,26,15 April 2015,31 January 2018,Natalie,
33994380,Go,Randomized testing for Go,4206,2106,709,55,57,15 April 2015,09 February 2018,dvyukov/go-fuzz,
33997353,Python,Impacket is a collection of Python classes for working with network protocols.,4631,1735,2330,44,70,15 April 2015,12 March 2018,impacket,
34000977,JavaScript,A plugin for generating user walkthroughs from Artboards in Sketch.,650,1267,96,14,15,15 April 2015,07 March 2018,UserFlows,
34028127,JavaScript,A simple javascript library to add easter eggs to web pages.,53,1382,35,7,7,16 April 2015,04 August 2017,mikeflynn/egg.js,
34033128,JavaScript,Build React Native apps with Webpack,405,917,236,17,20,16 April 2015,08 October 2016,react-native-webpack-server,
34141361,Python,yagmail makes sending emails very easy by doing all the magic for you,232,1004,212,17,17,17 April 2015,08 February 2018,yagmail,
34161476,Java,null,2924,1179,20,1,1,18 April 2015,22 November 2015,saulmm/Curved-Fab-Reveal-Example,
34187618,JavaScript,A bot that deals Texas Hold'em games in Slack,5717,1527,241,10,11,19 April 2015,13 December 2016,CharlieHess/slack-poker-bot,
34213361,Ruby,Unix swiss army knife for headless browser javascript,697,867,123,2,4,19 April 2015,06 June 2015,BooJS,
34230966,JavaScript,The commitizen command line utility.,315,2667,226,37,39,20 April 2015,15 February 2018,commitizen/cz-cli,
34268206,JavaScript,A collection of service worker tools for offlining runtime requests,1153,3125,291,21,21,20 April 2015,13 February 2018,GoogleChrome/sw-toolbox,
34268496,JavaScript,The best Swiper component for React Native.,8081,5412,294,51,62,20 April 2015,05 February 2018,leecade/react-native-swiper,
34271922,Python,A little utility for managing credentials in the cloud,260,1487,293,41,48,20 April 2015,26 February 2018,credstash,
34301795,Objective-C,segment tab controller with parallax Header,11061,1483,54,4,4,21 April 2015,22 September 2017,AugustRush/ARSegmentPager,
34302698,JavaScript,"Serverless Framework – Build web, mobile and IoT applications with serverless architectures using AWS Lambda, Azure Functions, Google CloudFunctions & more! – ",77586,21792,8269,372,420,21 April 2015,12 February 2018,jaws-framework/JAWS,
34313971,Swift,Swift HTTP for Humans,2875,1098,303,12,13,21 April 2015,03 February 2018,Just,
34323637,Java,Android boilerplate app that showcases architecture and libraries used at ribot,548,3764,155,13,17,21 April 2015,02 February 2018,ribot/android-boilerplate,
34410518,Swift,:iphone: :movie_camera: A powerful and completely customizable media player for iOS,62433,2362,407,10,15,22 April 2015,05 February 2018,mobileplayer/mobileplayer-ios,
34471600,Java,Android component which presents a dismissible view from the bottom of the screen,360,3618,163,18,22,23 April 2015,01 December 2017,Flipboard/bottomsheet,
34562528,Java,Pretty material design toasts with feedback animations,1358,1337,37,3,4,25 April 2015,03 October 2017,code-mc/loadtoast,
34583952,Python,DeepVis Toolbox,1560,2243,119,7,8,25 April 2015,18 November 2017,yosinski/deep-visualization-toolbox,
34606427,Java,source code in blog~,9892,1265,24,1,2,26 April 2015,25 October 2017,Android_Blog_Demos,
34680710,JavaScript,:rice_scene: Watermarking for the browser,793,1092,80,1,1,27 April 2015,10 April 2017,brianium/watermarkjs,
34718042,Java,Android loading view,1077,1009,39,3,4,28 April 2015,24 August 2017,Loading,
34736869,Ruby,A system automation and configuration management stack targeted toward operational flexibility and policy compliance.,64,1165,37,3,4,28 April 2015,04 December 2017,NationalSecurityAgency/SIMP,
34757182,Python,Interactive Python coding interview challenges (algorithms and data structures).  Includes Anki flashcards.,7541,12156,766,37,40,28 April 2015,09 February 2018,donnemartin/interactive-coding-challenges,
34777489,Java,Quick solutions for Floating Action Button?RapidFloatingActionButton?RFAB?,2026,1073,54,2,2,29 April 2015,25 September 2017,RapidFloatingActionButton,
34795642,Go,A cache library for Go with zero GC overhead.,72,1548,54,10,10,29 April 2015,13 February 2018,coocood/freecache,
34816773,JavaScript,":bar_chart: Add line, area, pie, and bar charts to your React Native app",619,1309,220,15,20,29 April 2015,07 July 2017,react-native-chart,
